region,province,municipality_city,barangay
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 44-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 45
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 46
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 47
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 48
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 49
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 50
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 50-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 50-B
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 51
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 52
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 53
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 54
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,El Reposo
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 56
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 57
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 58
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 59
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 60
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 60-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 61
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 62
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 63
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 64
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 65
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 66
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 66-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 67
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 68
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 69
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 70
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 71
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 72
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 73
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 74
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 75
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 76
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 77
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 78
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 79
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 80
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 81
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 82
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 83
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 83-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 84
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 85
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 86
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 87
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 88
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 89
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 90
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 91
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 92
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 93
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 94
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 95
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 96
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 97
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 98
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 99
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 109
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 109-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 110
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 5-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 36-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 42-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 48-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 48-B
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 51-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 54-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 56-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 59-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 59-B
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 62-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 62-B
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 83-B
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 83-C
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 95-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 8-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 23-A
Region Viii (Eastern Visayas),Uep Iii,City Of Tacloban,Barangay 94-A
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kalingalan Caluang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kambing
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kanlagay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pangdan Pangdan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pitogo
Region Ix (Zamboanga Peninsula),Walled,Walled City,Karungdong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tunggol
Region Ix (Zamboanga Peninsula),Walled,Walled City,Masjid Bayle
Region Ix (Zamboanga Peninsula),Walled,Walled City,Masjid Punjungan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Luuk
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bual
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan-Bulak
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan-Mindus
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lambago
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lianutan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lingah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Mananti
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig-Puti
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tandu-Bato
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tulayan Island
Region Ix (Zamboanga Peninsula),Walled,Walled City,Guimbaun
Region Ix (Zamboanga Peninsula),Walled,Walled City,Niog-Niog
Region Ix (Zamboanga Peninsula),Walled,Walled City,Maimbung
Region Ix (Zamboanga Peninsula),Walled,Walled City,Anak Jati
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bato Ugis
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bualo Lahi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bualo Lipid
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bulabog
Region Ix (Zamboanga Peninsula),Walled,Walled City,Ratag Limbon
Region Ix (Zamboanga Peninsula),Walled,Walled City,Duhol Kabbon
Region Ix (Zamboanga Peninsula),Walled,Walled City,Gulangan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Ipil
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kandang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kapok-Punggol
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kulasi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Labah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lagasan Asibih
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lantong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Laud Kulasi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Laum Maimbung
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lunggang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lower Tambaking
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lapa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Matatal
Region Ix (Zamboanga Peninsula),Walled,Walled City,Patao
Region Ix (Zamboanga Peninsula),Walled,Walled City,Poblacion
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tabu-Bato
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tandu Patong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig-Samin
Region Ix (Zamboanga Peninsula),Walled,Walled City,Upper Tambaking
Region Ix (Zamboanga Peninsula),Walled,Walled City,Hadji Panglima Tahil
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bubuan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kabuukan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pag-Asinan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bangas
Region Ix (Zamboanga Peninsula),Walled,Walled City,Teomabal
Region Ix (Zamboanga Peninsula),Walled,Walled City,Old Panamao
Region Ix (Zamboanga Peninsula),Walled,Walled City,Asin
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bakud
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bangday
Region Ix (Zamboanga Peninsula),Walled,Walled City,Baunoh
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bitanag
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bud Seit
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bulangsi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Datag
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kamalig
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan Ukol
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan Asaali
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan-Dayok
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan-Sipat
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kawasan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kulay-Kulay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lakit
Region Ix (Zamboanga Peninsula),Walled,Walled City,Parang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lower Patibulan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Upper Patibulan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pugad Manaul
Region Ix (Zamboanga Peninsula),Walled,Walled City,Puhagan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Seit Higad
Region Ix (Zamboanga Peninsula),Walled,Walled City,Seit Lake
Region Ix (Zamboanga Peninsula),Walled,Walled City,Su-Uh
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tabu Manuk
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tandu-Tandu
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tayungan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tinah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig Gantang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig Jati
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pangutaran
Region Ix (Zamboanga Peninsula),Walled,Walled City,Alu Bunah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bangkilay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kawitan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kehi Niog
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lantong Babag
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lumah Dapdap
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pandan Niog
Region Ix (Zamboanga Peninsula),Walled,Walled City,Panducan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Panitikan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Patutol
Region Ix (Zamboanga Peninsula),Walled,Walled City,Simbahan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Se-Ipang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Suang Bunah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tonggasang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig Nonok
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig Sallang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kaha
Region Ix (Zamboanga Peninsula),Walled,Walled City,Alu Pangkoh
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bagsak
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bawisan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Biid
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bukid
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buli Bawang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buton
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buton Mahablo
Region Ix (Zamboanga Peninsula),Walled,Walled City,Danapa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Duyan Kabao
Region Ix (Zamboanga Peninsula),Walled,Walled City,Gimba Lagasan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kahoy Sinah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kanaway
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kutah Sairap
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lagasan Higad
Region Ix (Zamboanga Peninsula),Walled,Walled City,Laum Buwahan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Laum Suwah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Alu Layag-Layag
Region Ix (Zamboanga Peninsula),Walled,Walled City,Liang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Linuho
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lipunos
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lungan Gitong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lumbaan Mahaba
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lupa Abu
Region Ix (Zamboanga Peninsula),Walled,Walled City,Nonokan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Paugan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Payuhan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Piyahan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Saldang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sampunay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Silangkan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Taingting
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tikong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tukay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tumangas
Region Ix (Zamboanga Peninsula),Walled,Walled City,Wanni Piyanjihan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lanao Dakula
Region Ix (Zamboanga Peninsula),Walled,Walled City,Lower Sampunay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pata
Region Ix (Zamboanga Peninsula),Walled,Walled City,Andalan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Daungdong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kamawi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kanjarang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kayawan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kiput
Region Ix (Zamboanga Peninsula),Walled,Walled City,Likud
Region Ix (Zamboanga Peninsula),Walled,Walled City,Luuk-Tulay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Patian
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pisak-Pisak
Region Ix (Zamboanga Peninsula),Walled,Walled City,Saimbangon
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sangkap
Region Ix (Zamboanga Peninsula),Walled,Walled City,Timuddas
Region Ix (Zamboanga Peninsula),Walled,Walled City,Patikul
Region Ix (Zamboanga Peninsula),Walled,Walled City,Anuling
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bakong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bangkal
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bonbon
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buhanginan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bungkaung
Region Ix (Zamboanga Peninsula),Walled,Walled City,Danag
Region Ix (Zamboanga Peninsula),Walled,Walled City,Igasan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kabbon Takas
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kadday Mampallam
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kan Ague
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kaunayan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Langhub
Region Ix (Zamboanga Peninsula),Walled,Walled City,Latih
Region Ix (Zamboanga Peninsula),Walled,Walled City,Maligay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Mauboh
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pangdanon
Region Ix (Zamboanga Peninsula),Walled,Walled City,Panglayahan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pansul
Region Ix (Zamboanga Peninsula),Walled,Walled City,Patikul Higad
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sandah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Taglibi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tandu-Bagua
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tanum
Region Ix (Zamboanga Peninsula),Walled,Walled City,Taung
Region Ix (Zamboanga Peninsula),Walled,Walled City,Timpok
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tugas
Region Ix (Zamboanga Peninsula),Walled,Walled City,Umangay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Gandasuli
Region Ix (Zamboanga Peninsula),Walled,Walled City,Siasi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bulansing Tara
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bulihkullul
Region Ix (Zamboanga Peninsula),Walled,Walled City,Campo Islam
Region Ix (Zamboanga Peninsula),Walled,Walled City,Duggo
Region Ix (Zamboanga Peninsula),Walled,Walled City,Duhol Tara
Region Ix (Zamboanga Peninsula),Walled,Walled City,East Kungtad
Region Ix (Zamboanga Peninsula),Walled,Walled City,East Sisangat
Region Ix (Zamboanga Peninsula),Walled,Walled City,Jambangan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kabubu
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kong-Kong Laminusa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kud-Kud
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kungtad West
Region Ix (Zamboanga Peninsula),Walled,Walled City,Luuk Laminusa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Latung
Region Ix (Zamboanga Peninsula),Walled,Walled City,Luuk Tara
Region Ix (Zamboanga Peninsula),Walled,Walled City,Manta
Region Ix (Zamboanga Peninsula),Walled,Walled City,Minapan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Nipa-Nipa
Region Ix (Zamboanga Peninsula),Walled,Walled City,North Laud
Region Ix (Zamboanga Peninsula),Walled,Walled City,North Manta
Region Ix (Zamboanga Peninsula),Walled,Walled City,North Musu Laud
Region Ix (Zamboanga Peninsula),Walled,Walled City,North Silumpak
Region Ix (Zamboanga Peninsula),Walled,Walled City,Punungan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Pislong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Ratag
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sablay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sarukot
Region Ix (Zamboanga Peninsula),Walled,Walled City,Siburi
Region Ix (Zamboanga Peninsula),Walled,Walled City,Singko
Region Ix (Zamboanga Peninsula),Walled,Walled City,Siolakan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Siundoh
Region Ix (Zamboanga Peninsula),Walled,Walled City,Siowing
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sipanding
Region Ix (Zamboanga Peninsula),Walled,Walled City,Sisangat
Region Ix (Zamboanga Peninsula),Walled,Walled City,South Musu Laud
Region Ix (Zamboanga Peninsula),Walled,Walled City,South Silumpak
Region Ix (Zamboanga Peninsula),Walled,Walled City,Southwestern Bulikullul
Region Ix (Zamboanga Peninsula),Walled,Walled City,Subah Buaya
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tampakan Laminusa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tengah Laminusa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tong Laminusa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tong-Tong
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tonglabah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tubig Kutah
Region Ix (Zamboanga Peninsula),Walled,Walled City,Tulling
Region Ix (Zamboanga Peninsula),Walled,Walled City,Puukan Laminusa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Talipao
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bandang
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bilaan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Bud Bunga
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buntod
Region Ix (Zamboanga Peninsula),Walled,Walled City,Buroh
Region Ix (Zamboanga Peninsula),Walled,Walled City,Dalih
Region Ix (Zamboanga Peninsula),Walled,Walled City,Gata
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kabatuhan Tiis
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kabungkol
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kagay
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kahawa
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kandaga
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kanlibot
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kiutaan
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kuhaw
Region Ix (Zamboanga Peninsula),Walled,Walled City,Kulamboh
